ENSG_ID,Antibody_ID,Gene name,Gene description,Image_URL,Spermatogonia_manual annotation,Spermatogonia_Predict_Proba,Spermatogonia_model prediction,Spermatogonia_GTL Score,Spermatogonia_intensity,Spermatogonia_localization,Preleptotene spermatocytes_manual annotation,Preleptotene spermatocytes_Predict_Proba,Preleptotene spermatocytes_model prediction,Preleptotene spermatocytes_GTL Score,Preleptotene spermatocytes_intensity,Preleptotene spermatocytes_localization,Pachytene spermatocytes_manual annotation,Pachytene spermatocytes_Predict_Proba,Pachytene spermatocytes_model prediction,Pachytene spermatocytes_GTL Score,Pachytene_spermatocytes_intensity,Pachytene_spermatocytes_localization,Round/early spermatids_manual annotation,Round/early spermatids_Predict_Proba,Round/early spermatids_model prediction,Round/early spermatids_GTL Score,Round/early spermatids_intensity,Round/early spermatids_localization,Elongated/late spermatids_manual annotation,Elongated/late spermatids_Predict_Proba,Elongated/late spermatids_model prediction,Elongated/late spermatids_GTL Score,Elongated/late spermatids_intensity,Elongated/late spermatids_localization,Sertoli cells_manual annotation,Sertoli cells_Predict_Proba,Sertoli cells_model prediction,Sertoli cells_GTL Score,Sertoli cells_cells_intensity,Sertoli cells_cells_localization,Leydig cells_manual annotation,Leydig cells__Predict_Proba,Leydig cells_model prediction,Leydig cells_GTL Score,Leydig cells_intensity,Leydig cells_localization,Peritubular cells_manual annotation,Peritubular cells_Predict_Proba,Peritubular cells_model prediction,Peritubular cells_GTL Score,Peritubular cells_intensity,Peritubular cells_localization
ENSG00000037280,HPA067906,FLT4,fms related tyrosine kinase 4,//images.proteinatlas.org/67906/153589_A_5_6.jpg,1,0.999509096,1,0.0,2,Cytoplasmic,1,0.999326825,1,0.0,1,Cytoplasmic,0,0.288101405,0,0.02,0,0,0,0.725548565,0,0.12,0,0,1,0.999924481,1,0.02,2,Cytoplasmic,0,1.19e-10,0,0.0,0,0,1,0.767863333,0,0.0,2,Cytoplasmic,1,4.4e-07,0,0.0,2,Cytoplasmic
ENSG00000037280,HPA067906,FLT4,fms related tyrosine kinase 4,//images.proteinatlas.org/67906/153589_A_6_6.jpg,1,0.290652394,1,0.0,2,Cytoplasmic,1,0.841531515,0,0.0,1,Cytoplasmic,0,0.991948366,1,0.02,0,0,0,0.99999994,1,0.11,0,0,1,0.998163462,1,0.02,2,Cytoplasmic,0,0.001264683,0,0.0,0,0,1,0.004744021,0,0.0,2,Cytoplasmic,1,1.19e-10,0,0.0,2,Cytoplasmic
ENSG00000037280,HPA067906,FLT4,fms related tyrosine kinase 4,//images.proteinatlas.org/67906/153589_A_4_6.jpg,1,0.996938407,1,0.0,2,Cytoplasmic,1,0.999978542,1,0.0,1,Cytoplasmic,0,1.0,1,0.02,0,0,0,1.0,1,0.11,0,0,1,0.932333171,1,0.02,2,Cytoplasmic,0,3.94e-06,0,0.0,0,0,1,0.701791048,0,0.0,2,Cytoplasmic,1,1.08e-05,0,0.0,2,Cytoplasmic
ENSG00000037637,HPA025071,FBXO42,F-box protein 42,//images.proteinatlas.org/25071/54372_A_6_6.jpg,0,6.34e-06,0,1.0,0,0,0,0.197130576,0,0.99,0,0,0,0.05998987,0,1.0,0,0,1,1.0,1,1.0,3,Nuclear,0,0.174203411,0,1.0,0,0,0,9.24e-10,0,0.0,0,0,0,2.95e-07,0,0.99,0,0,0,1.95e-07,0,0.0,0,0
ENSG00000037637,HPA025071,FBXO42,F-box protein 42,//images.proteinatlas.org/25071/54372_A_4_6.jpg,0,1.93e-05,0,1.0,0,0,0,2.23e-07,0,0.99,0,0,0,0.17692478,0,1.0,0,0,1,1.0,1,1.0,3,Nuclear,0,0.039191734,0,1.0,0,0,0,0.0,0,0.0,0,0,0,2.03e-07,0,0.99,0,0,0,1.12e-06,0,0.0,0,0
ENSG00000038382,HPA008157,TRIO,trio Rho guanine nucleotide exchange factor,//images.proteinatlas.org/8157/22121_A_5_6.jpg,1,0.999999523,1,1.0,3,Cytoplasmic,0,0.328034401,0,1.0,0,0,0,0.431323349,0,1.0,0,0,0,0.361810535,0,1.0,0,0,1,1.0,1,1.0,2,Cytoplasmic,0,0.0,0,0.0,0,0,1,0.999540865,1,1.0,1,Cytoplasmic,0,6.47e-09,0,0.0,0,0
ENSG00000038382,HPA008157,TRIO,trio Rho guanine nucleotide exchange factor,//images.proteinatlas.org/8157/22121_A_6_6.jpg,1,0.999999881,1,1.0,3,Cytoplasmic,0,2.42e-08,0,1.0,0,0,0,0.000971036,0,1.0,0,0,0,0.008180542,0,1.0,0,0,1,1.0,1,1.0,2,Cytoplasmic,0,5.96e-11,0,0.0,0,0,1,1.0,1,1.0,1,Cytoplasmic,0,7.68e-07,0,0.0,0,0
ENSG00000038382,HPA008157,TRIO,trio Rho guanine nucleotide exchange factor,//images.proteinatlas.org/8157/22121_A_4_6.jpg,1,0.999997616,1,1.0,3,Cytoplasmic,0,0.121222787,0,1.0,0,0,0,0.533940494,0,1.0,0,0,0,0.978553891,1,1.0,0,0,1,1.0,1,1.0,2,Cytoplasmic,0,1.19e-10,0,0.0,0,0,1,0.999569356,1,1.0,1,Cytoplasmic,0,7.16e-06,0,0.0,0,0
ENSG00000042304,HPA030319,C2orf83,chromosome 2 open reading frame 83,//images.proteinatlas.org/30319/67002_A_6_6.jpg,0,1.31e-09,0,0.99,0,0,0,0.000168505,0,0.91,0,0,1,1.0,1,0.99,2,Nuclear.Cytoplasmic,1,1.0,1,1.0,2,Nuclear,1,1.0,1,1.0,3,Nuclear,0,1.1e-09,0,0.0,0,0,0,2.16e-07,0,0.99,0,0,0,1.7e-08,0,0.0,0,0
ENSG00000042304,HPA030319,C2orf83,chromosome 2 open reading frame 83,//images.proteinatlas.org/30319/67002_A_4_6.jpg,0,3.3e-05,0,0.99,0,0,0,0.033872705,0,0.91,0,0,1,1.0,1,0.99,2,Nuclear.Cytoplasmic,1,1.0,1,1.0,2,Nuclear,1,1.0,1,1.0,3,Nuclear,0,2.37e-08,0,0.0,0,0,0,3.89e-07,0,0.99,0,0,0,0.0,0,0.0,0,0
ENSG00000047634,HPA035270,SCML1,Scm polycomb group protein like 1,//images.proteinatlas.org/35270/71318_A_5_6.jpg,0,2.48e-06,0,0.99,0,0,1,1.0,1,0.66,3,Nuclear,1,1.0,1,0.97,3,Nuclear,0,0.838534355,0,0.99,0,0,0,0.052848134,0,0.99,0,0,0,2.98e-10,0,0.0,0,0,0,1.23e-06,0,0.99,0,0,0,2.95e-09,0,0.0,0,0
ENSG00000047634,HPA035270,SCML1,Scm polycomb group protein like 1,//images.proteinatlas.org/35270/71318_A_6_6.jpg,0,0.000157536,0,0.99,0,0,1,1.0,1,0.65,3,Nuclear,1,1.0,1,0.97,3,Nuclear,0,0.760669947,0,0.99,0,0,0,0.056192931,0,0.99,0,0,0,0.0,0,0.0,0,0,0,1.35e-08,0,0.99,0,0,0,5.96e-11,0,0.0,0,0
ENSG00000047634,HPA035270,SCML1,Scm polycomb group protein like 1,//images.proteinatlas.org/35270/71318_A_4_6.jpg,0,1.26e-05,0,0.99,0,0,1,1.0,1,0.64,3,Nuclear,1,1.0,1,0.97,3,Nuclear,0,0.437643319,0,0.99,0,0,0,0.033464681,0,0.99,0,0,0,1.04e-09,0,0.0,0,0,0,1.98e-07,0,0.99,0,0,0,1.38e-07,0,0.0,0,0
ENSG00000047634,HPA035271,SCML1,Scm polycomb group protein like 1,//images.proteinatlas.org/35271/71330_A_6_6.jpg,0,0.008631383,0,0.99,0,0,1,0.000102018,0,0.63,3,Nuclear,1,0.940840721,1,0.97,3,Nuclear,0,0.999982059,1,0.99,0,0,0,0.999882162,1,0.99,0,0,0,0.008171445,0,0.0,0,0,0,1.0,1,0.99,0,0,0,1.01e-07,0,0.0,0,0
ENSG00000047634,HPA035271,SCML1,Scm polycomb group protein like 1,//images.proteinatlas.org/35271/71330_A_4_6.jpg,0,0.040788006,0,0.99,0,0,1,0.012202071,0,0.63,3,Nuclear,1,0.0498886,0,0.97,3,Nuclear,0,0.174374938,0,0.99,0,0,0,0.994174361,1,0.99,0,0,0,5.24e-06,0,0.0,0,0,0,0.005325967,0,0.99,0,0,0,5.07e-06,0,0.0,0,0
ENSG00000048649,CAB022626,RSF1,remodeling and spacing factor 1,//images.proteinatlas.org/22626/162508_A_5_6.jpg,1,1.0,1,1.0,3,Nuclear,1,1.0,1,1.0,3,Nuclear,1,1.0,1,1.0,1,Nuclear,0,0.490453959,0,1.0,0,0,0,0.047478676,0,1.0,0,0,0,9.83e-10,0,0.99,0,0,1,0.999998391,1,1.0,2,Nuclear,1,0.999997199,1,0.06,2,Cytoplasmic
ENSG00000048649,CAB022626,RSF1,remodeling and spacing factor 1,//images.proteinatlas.org/22626/162508_A_6_6.jpg,1,1.0,1,1.0,3,Nuclear,1,1.0,1,1.0,3,Nuclear,1,1.0,1,1.0,1,Nuclear,0,0.447090656,0,1.0,0,0,0,0.371765435,0,1.0,0,0,0,2.09e-10,0,0.99,0,0,1,1.0,1,1.0,2,Nuclear,1,0.999997973,1,0.06,2,Cytoplasmic
ENSG00000059573,HPA008333,ALDH18A1,aldehyde dehydrogenase 18 family member A1,//images.proteinatlas.org/8333/22345_A_5_6.jpg,1,0.999999464,1,1.0,3,Cytoplasmic,1,1.0,1,1.0,2,Cytoplasmic,0,0.072045475,0,1.0,0,0,1,1.0,1,1.0,3,Nuclear,0,0.021908678,0,1.0,0,0,0,7.94e-08,0,0.0,0,0,0,3.01e-06,0,1.0,0,0,0,1.3e-06,0,0.0,0,0
ENSG00000059573,HPA008333,ALDH18A1,aldehyde dehydrogenase 18 family member A1,//images.proteinatlas.org/8333/22345_A_6_6.jpg,1,1.0,1,1.0,3,Cytoplasmic,1,1.0,1,1.0,2,Cytoplasmic,0,0.490364164,0,1.0,0,0,1,1.0,1,1.0,3,Nuclear,0,0.004927067,0,1.0,0,0,0,3.2e-08,0,0.0,0,0,0,4.95e-06,0,1.0,0,0,0,1.77e-08,0,0.0,0,0
ENSG00000059573,HPA008333,ALDH18A1,aldehyde dehydrogenase 18 family member A1,//images.proteinatlas.org/8333/22345_A_4_6.jpg,1,0.999999821,1,1.0,3,Cytoplasmic,1,1.0,1,1.0,2,Cytoplasmic,0,0.5225178,0,1.0,0,0,1,1.0,1,1.0,3,Nuclear,0,0.062600687,0,1.0,0,0,0,1.28e-09,0,0.0,0,0,0,2.57e-05,0,1.0,0,0,0,1.37e-06,0,0.0,0,0
ENSG00000059573,HPA012604,ALDH18A1,aldehyde dehydrogenase 18 family member A1,//images.proteinatlas.org/12604/29085_A_6_6.jpg,1,1.0,1,1.0,3,Cytoplasmic,1,1.0,1,1.0,2,Cytoplasmic,1,1.0,1,1.0,2,Cytoplasmic,0,0.1795329,0,1.0,0,0,0,0.000395449,0,1.0,0,0,0,2.24e-09,0,0.0,0,0,0,1.79e-08,0,1.0,0,0,0,5.03e-07,0,0.0,0,0
ENSG00000062582,HPA073947,MRPS24,mitochondrial ribosomal protein S24,//images.proteinatlas.org/73947/168197_A_5_6.jpg,1,1.0,1,0.0,2,Cytoplasmic,0,0.723936021,0,0.0,0,0,0,0.3548356,0,0.0,0,0,0,0.028494775,0,0.0,0,0,0,0.99999851,1,0.0,0,0,0,0.006492279,0,0.0,0,0,1,0.99979794,1,0.0,2,Nuclear.Cytoplasmic,0,7.42e-07,0,0.0,0,0
